Column1;duration;id;index;location;match_id;minute;off_camera;pass_aerial_won;pass_angle;pass_assisted_shot_id;pass_body_part;pass_cross;pass_end_location;pass_goal_assist;pass_height;pass_inswinging;pass_length;pass_no_touch;pass_outcome;pass_outswinging;pass_recipient;pass_shot_assist;pass_switch;pass_technique;pass_type;period;play_pattern;player;player_id;position;possession;possession_team;possession_team_id;related_events;second;team;team_id;timestamp;type;under_pressure;x;y;pass_end_x;pass_end_y
713;1,977933;2edca400-4ff6-4ae7-b2ce-c4358e25fc8b;2779;[56.1, 46.5];3893818;71;;;0,65612316;;Right Foot;;[78.7, 63.9];;Low Pass;;28,522272;;Incomplete;;Leicy Maria Santos Herrera;;;;;2;From Goal Kick;Daniela Alexandra Árias Rojas;403277;Left Center Back;142;Colombia Women's;16802;['c3365e67-92c5-4e80-b3f4-6b3e7542c293', 'c9992a0c-9066-4956-80be-05e278d5fd1a', 'e9943d35-5551-44c7-881a-1793c86a0725'];20;Colombia Women's;16802;12:26:20 a. m.;Pass;VERDADERO;56,1;46,5;78,7;63,9
716;1,776738;7179d14b-b300-4d0f-9ff1-aee14790f930;2789;[37.4, 44.6];3893818;71;;;1,0720195;;Left Foot;;[50.8, 69.2];;Ground Pass;;28,012854;;;;Leicy Maria Santos Herrera;;;;;2;From Goal Kick;Manuela Vanegas Cataño;49945;Left Back;142;Colombia Women's;16802;['e389c3ec-ae81-44b2-a1dd-22a8bfe22ab6'];31;Colombia Women's;16802;12:26:31 a. m.;Pass;;37,4;44,6;50,8;69,2
717;3,110918;0c14e029-4e4c-486e-9168-0bb3be8eac62;2792;[52.0, 69.7];3893818;71;;;0,056824986;;Right Foot;;[85.4, 71.6];;Low Pass;;33,454;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;;2;From Goal Kick;Leicy Maria Santos Herrera;32215;Right Wing;142;Colombia Women's;16802;['414f5e80-6a3d-4062-bb61-d08070420fab', 'a6ea1360-6b7d-4d4c-a33c-b6fb065f45c4'];34;Colombia Women's;16802;12:26:34 a. m.;Pass;;52;69,7;85,4;71,6
721;1,043627;e1b4daec-9f0b-4dc8-9f7a-d2301f8c2c0e;2805;[85.1, 73.6];3893818;71;;;-2,691833;;Right Foot;;[73.5, 68.0];;Low Pass;;12,880994;;;;Diana Carolina Ospina García Pineda;;;;Recovery;2;Regular Play;Leicy Maria Santos Herrera;32215;Right Wing;145;Colombia Women's;16802;['7f2f272c-9728-4133-8650-d5769f9d6b73'];54;Colombia Women's;16802;12:26:55 a. m.;Pass;;85,1;73,6;73,5;68
722;2,060387;db07a97e-f995-48cf-971c-f028b85364ae;2807;[73.5, 68.6];3893818;71;;;-1,0481119;;Right Foot;;[87.5, 44.3];;High Pass;;28,04443;;Incomplete;;María Catalina Usme Pineda;;;;;2;Regular Play;Diana Carolina Ospina García Pineda;403280;Right Defensive Midfield;145;Colombia Women's;16802;['0dde0a78-44a1-4223-bd71-ca3ea8db3bcd', '49fd0b8a-8cbf-4ee9-a418-681f9f67d4a6'];56;Colombia Women's;16802;12:26:56 a. m.;Pass;;73,5;68,6;87,5;44,3
724;2,074914;ee3f57fc-ec48-4d50-90f2-8d3c8b52c6be;2811;[61.7, 31.6];3893818;72;;;1,1250039;;Left Foot;;[67.1, 42.9];;Low Pass;;12,523977;;;;Lorena Bedoya Durango;;;;Recovery;2;Regular Play;Manuela Vanegas Cataño;49945;Left Back;145;Colombia Women's;16802;['2377167c-07ac-4ee2-86d1-f3dbb708649c', '49fd0b8a-8cbf-4ee9-a418-681f9f67d4a6'];0;Colombia Women's;16802;12:27:01 a. m.;Pass;;61,7;31,6;67,1;42,9
725;1,044175;0c11d9ae-6867-460d-9291-0d60dccd68c9;2815;[68.5, 42.9];3893818;72;;;-0,12090276;;Right Foot;;[79.2, 41.6];;Ground Pass;;10,778683;;;;María Catalina Usme Pineda;;;;;2;Regular Play;Lorena Bedoya Durango;49904;Left Defensive Midfield;145;Colombia Women's;16802;['0ceb7b61-1b23-48d6-a51e-d3e342a19739'];2;Colombia Women's;16802;12:27:03 a. m.;Pass;;68,5;42,9;79,2;41,6
726;1,09432;55eb13a4-e605-4f48-9611-5257cba29b14;2819;[79.8, 42.6];3893818;72;;;1,0978898;;Left Foot;;[84.2, 51.2];;Low Pass;;9,660228;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;;2;Regular Play;María Catalina Usme Pineda;403278;Center Attacking Midfield;145;Colombia Women's;16802;['416536cb-b1d2-419c-b7f9-97867df17fae', '713958d5-487f-4c48-b6d9-e2bda5c7f891'];3;Colombia Women's;16802;12:27:04 a. m.;Pass;;79,8;42,6;84,2;51,2
739;2,280428;db076cfd-be60-43d3-ae8e-4adfeed5570e;2875;[19.4, 51.7];3893818;73;;;1,175033;;Right Foot;;[25.5, 66.3];;Ground Pass;;15,823085;;;;Leicy Maria Santos Herrera;;;;;2;Regular Play;Mayra Tatiana Ramírez Ramírez;53188;Center Forward;148;Colombia Women's;16802;['0a339176-52a4-4129-8a7d-88d40a551e87'];59;Colombia Women's;16802;12:28:59 a. m.;Pass;;19,4;51,7;25,5;66,3
740;3,321348;d0c35eea-0356-447a-bdf3-6400b5ff7786;2879;[33.3, 73.3];3893818;74;;;-0,059209064;;Right Foot;;[72.1, 71.0];;Ground Pass;;38,86811;;;;Mayra Tatiana Ramírez Ramírez;;;;;2;Regular Play;Leicy Maria Santos Herrera;32215;Right Wing;148;Colombia Women's;16802;['1a16687f-53bf-4113-ab28-96394a7e932f'];2;Colombia Women's;16802;12:29:03 a. m.;Pass;;33,3;73,3;72,1;71
741;1,39085;a942bc20-7fa6-4906-abac-07e712d5a2d1;2883;[113.8, 72.7];3893818;74;;;-1,358038;;Right Foot;VERDADERO;[120.0, 44.0];;High Pass;;29,362051;;Out;;;;;;;2;Regular Play;Mayra Tatiana Ramírez Ramírez;53188;Center Forward;148;Colombia Women's;16802;;11;Colombia Women's;16802;12:29:11 a. m.;Pass;;113,8;72,7;120;44
752;0,663614;463c37e5-c4f3-4ccc-8bc3-e00b59607081;2924;[39.3, 41.6];3893818;74;;;-0,8491415;;Right Foot;;[43.7, 36.6];;Ground Pass;;6,6603303;;;;María Catalina Usme Pineda;;;;;2;Regular Play;Lorena Bedoya Durango;49904;Left Defensive Midfield;151;Colombia Women's;16802;['7161ccf8-5076-45a0-8672-05707d6e66a5'];56;Colombia Women's;16802;12:29:57 a. m.;Pass;;39,3;41,6;43,7;36,6
753;0,734845;11f1f90f-4798-4fec-9f01-57d3fa3b5e58;2928;[44.2, 37.2];3893818;74;;;0,101688854;;Left Foot;;[54.0, 38.2];;Ground Pass;;9,850888;;;;Leicy Maria Santos Herrera;;;;;2;Regular Play;María Catalina Usme Pineda;403278;Center Attacking Midfield;151;Colombia Women's;16802;['08284f5e-8614-4f14-bbc9-b6cd1b117b5b'];57;Colombia Women's;16802;12:29:58 a. m.;Pass;;44,2;37,2;54;38,2
754;1,502322;9f2d1e21-7fbb-4176-bb74-921e37f0497f;2931;[52.8, 27.5];3893818;75;;;-0,99945885;;Right Foot;;[62.7, 12.1];;Ground Pass;;18,30765;;Incomplete;;Linda Lizeth Caicedo Alegría;;;;;2;Regular Play;Leicy Maria Santos Herrera;32215;Right Wing;151;Colombia Women's;16802;['5194cde0-be02-4db4-9e18-504985b4b44e', 'c1e085d4-2cff-4d3a-9dcb-81238e5c1997'];0;Colombia Women's;16802;12:30:01 a. m.;Pass;;52,8;27,5;62,7;12,1
757;1,397011;24dd38fd-a463-4288-b5d0-16435a80d760;2946;[4.8, 19.5];3893818;75;;;-1,327901;;Right Foot;;[7.6, 8.2];;Ground Pass;;11,641735;;;;Linda Lizeth Caicedo Alegría;;;;Recovery;2;From Counter;Lorena Bedoya Durango;49904;Left Defensive Midfield;153;Colombia Women's;16802;['bd0f8aa1-08a9-4707-8479-a450b2bfba03'];51;Colombia Women's;16802;12:30:51 a. m.;Pass;;4,8;19,5;7,6;8,2
758;1,247051;27a61343-63f8-4fff-8622-871540d7c9f2;2950;[33.5, 13.5];3893818;75;;;0,09347678;;Left Foot;;[59.1, 15.9];;Low Pass;;25,712254;;;;Mayra Tatiana Ramírez Ramírez;;;;;2;From Counter;Linda Lizeth Caicedo Alegría;386339;Left Wing;153;Colombia Women's;16802;['54c39ecb-d6a8-4e63-b336-a21342525581'];58;Colombia Women's;16802;12:30:58 a. m.;Pass;;33,5;13,5;59,1;15,9
771;2,855542;7aec7d02-c05a-44c1-8e84-3c15780c5ddd;2987;[7.0, 44.1];3893818;76;;;-0,44370934;;Right Foot;;[61.7, 18.1];;High Pass;;60,56476;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;Goal Kick;2;From Goal Kick;Catalina Pérez Jaramillo;46344;Goalkeeper;155;Colombia Women's;16802;['eb9a4370-48e4-4311-a7e8-f2e5bc90d25d', 'f676b0e7-8093-4bd0-8aa8-daba978fa0ec'];57;Colombia Women's;16802;12:31:58 a. m.;Pass;;7;44,1;61,7;18,1
773;3,163192;35239950-bb20-4bc2-b383-27bf245ba7e8;2991;[42.8, 18.3];3893818;77;;;0,06760515;;Left Foot;;[81.2, 20.9];;High Pass;;38,48792;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;Recovery;2;From Goal Kick;Manuela Vanegas Cataño;49945;Left Back;155;Colombia Women's;16802;['dece3ddc-a8f4-4c45-8c86-d987e408d1e9', 'eb9a4370-48e4-4311-a7e8-f2e5bc90d25d', 'f5a5cb43-5473-4ad0-8fb9-c9bc27cb0ce8'];1;Colombia Women's;16802;12:32:02 a. m.;Pass;;42,8;18,3;81,2;20,9
775;0,568678;578db0a1-2db2-4fd6-8455-bddefab51f2f;3000;[65.2, 22.8];3893818;77;;;-0,7086263;;Right Foot;;[69.4, 19.2];;Ground Pass;;5,531727;;;;María Catalina Usme Pineda;;;;Recovery;2;From Goal Kick;Lorena Bedoya Durango;49904;Left Defensive Midfield;155;Colombia Women's;16802;['2c9ae07a-22f7-420a-9c6e-6349af12d819'];8;Colombia Women's;16802;12:32:08 a. m.;Pass;;65,2;22,8;69,4;19,2
776;0,943947;23dd8e33-1d4d-4634-adc5-183fa7a19e5b;3006;[72.1, 14.8];3893818;77;;;0,6669082;;Right Foot;;[81.5, 22.2];;Ground Pass;;11,963277;;;;Mayra Tatiana Ramírez Ramírez;;;;;2;From Goal Kick;Linda Lizeth Caicedo Alegría;386339;Left Wing;155;Colombia Women's;16802;['1b53cd2d-377f-479e-a81e-333c0a9faa4d'];11;Colombia Women's;16802;12:32:12 a. m.;Pass;;72,1;14,8;81,5;22,2
777;0,70731;d47a63fe-eb39-4542-b93a-066c0d797cde;3010;[82.1, 22.8];3893818;77;;;-1,9397559;;Right Foot;;[79.2, 15.3];;Ground Pass;;8,041144;;;;Linda Lizeth Caicedo Alegría;;;;;2;From Goal Kick;Mayra Tatiana Ramírez Ramírez;53188;Center Forward;155;Colombia Women's;16802;['44305e9d-9bd4-45cc-9c98-393cd07f28de'];13;Colombia Women's;16802;12:32:14 a. m.;Pass;;82,1;22,8;79,2;15,3
778;1,209549;32ab09d5-71b3-4cf2-aa7c-484341db3436;3014;[79.2, 11.2];3893818;77;;;2,1625724;;Right Foot;;[75.1, 17.3];;Ground Pass;;7,34983;;;;Mayra Tatiana Ramírez Ramírez;;;;;2;From Goal Kick;Linda Lizeth Caicedo Alegría;386339;Left Wing;155;Colombia Women's;16802;['f7707377-9302-49f1-8d6e-912a165ad9f4'];15;Colombia Women's;16802;12:32:15 a. m.;Pass;;79,2;11,2;75,1;17,3
779;2,585233;1b66034c-5702-43ca-997c-702c12b102e2;3021;[72.4, 21.9];3893818;77;VERDADERO;;0,3875238;;Right Foot;;[116.5, 39.9];;High Pass;;47,632027;;Incomplete;;;;;;Free Kick;2;From Free Kick;Lorena Bedoya Durango;49904;Left Defensive Midfield;156;Colombia Women's;16802;['3d8384bc-d8a6-4200-b6ee-426fc3693d7e'];34;Colombia Women's;16802;12:32:34 a. m.;Pass;;72,4;21,9;116,5;39,9
787;1,911398;d35ac12b-74dd-4b53-a70a-237106fe5216;3047;[4.3, 0.1];3893818;78;;;0,37239844;;;;[23.5, 7.6];;High Pass;;20,61286;;Incomplete;;Linda Lizeth Caicedo Alegría;;;;Throw-in;2;From Throw In;Manuela Vanegas Cataño;49945;Left Back;158;Colombia Women's;16802;['3abbb7a9-4d8a-49ae-a83f-e103200e3a41', 'e0efaf8c-c9de-4124-bfe2-39b77a208743'];26;Colombia Women's;16802;12:33:27 a. m.;Pass;;4,3;0,1;23,5;7,6
791;1,425292;4d49b1c0-1216-4218-b388-398ee790a3cb;3063;[15.0, 13.5];3893818;78;;;0,5759711;;Right Foot;;[32.4, 24.8];;High Pass;;20,74729;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;;2;Regular Play;María Catalina Usme Pineda;403278;Center Attacking Midfield;159;Germany Women's;857;['a52cf543-1deb-4a26-a380-eadb49c5873f', 'd03d6108-6c56-4978-b123-9e36c923fd00'];35;Colombia Women's;16802;12:33:36 a. m.;Pass;;15;13,5;32,4;24,8
793;1,180085;b9ccacd8-ff15-403f-92fd-3faf27157331;3098;[20.3, 27.2];3893818;80;;;-0,58986133;;Right Foot;;[32.7, 18.9];;Ground Pass;;14,921461;;;;Mayra Tatiana Ramírez Ramírez;;;;;2;Regular Play;Leicy Maria Santos Herrera;32215;Right Wing;161;Colombia Women's;16802;['9cb65754-23a0-470d-86a1-231a4e4b8e1e'];24;Colombia Women's;16802;12:35:24 a. m.;Pass;;20,3;27,2;32,7;18,9
795;0,9757;f8f40cc9-d9f9-45df-8cb4-825cd862bb22;3106;[39.5, 22.8];3893818;80;;;0,35415816;;Right Foot;;[51.4, 27.2];;Ground Pass;;12,687395;;;;María Catalina Usme Pineda;;;;;2;Regular Play;Leicy Maria Santos Herrera;32215;Right Wing;161;Colombia Women's;16802;['f4ce1387-823a-4037-b04a-9d5ef88c5bd2'];28;Colombia Women's;16802;12:35:29 a. m.;Pass;;39,5;22,8;51,4;27,2
796;2,051282;1682d6d1-5843-4d49-8f54-156c8ffaccb9;3109;[52.2, 29.2];3893818;80;;;1,8423499;;Left Foot;;[45.1, 54.7];;Ground Pass;;26,469982;;;;Carolina Arias Vidal;;;;;2;Regular Play;María Catalina Usme Pineda;403278;Center Attacking Midfield;161;Colombia Women's;16802;['2d80f432-dcde-49f6-8f90-2ab30fcfc1e4'];31;Colombia Women's;16802;12:35:31 a. m.;Pass;;52,2;29,2;45,1;54,7
797;4,322812;67d620bf-0e33-4189-b875-bc553ba6ac7f;3112;[45.1, 54.7];3893818;80;;;0,49009648;;Right Foot;;[82.4, 74.6];;Ground Pass;;42,27647;;;;Diana Carolina Ospina García Pineda;;;;;2;Regular Play;Carolina Arias Vidal;403283;Right Back;161;Colombia Women's;16802;['15d32999-f19f-4b88-aa58-8c6210606b6d'];34;Colombia Women's;16802;12:35:34 a. m.;Pass;;45,1;54,7;82,4;74,6
798;1,411561;830e6a23-6b62-47d0-a609-2391b83d6ff9;3115;[86.9, 76.0];3893818;80;;;-3,0871012;;Right Foot;;[75.9, 75.4];;Ground Pass;;11,016352;;;;Carolina Arias Vidal;;;;;2;Regular Play;Diana Carolina Ospina García Pineda;403280;Right Defensive Midfield;161;Colombia Women's;16802;['e8020537-51d3-4c9d-97d1-32c2ef97da2f'];40;Colombia Women's;16802;12:35:41 a. m.;Pass;;86,9;76;75,9;75,4
799;0,904794;3eeee31e-4842-41e3-a3f6-161b29b4ca8c;3118;[75.9, 75.4];3893818;80;;;-0,5084893;;Right Foot;;[88.1, 68.6];;Ground Pass;;13,967104;;;;Leicy Maria Santos Herrera;;;;;2;Regular Play;Carolina Arias Vidal;403283;Right Back;161;Colombia Women's;16802;['0136eda6-7262-44c3-8054-83a42d3777b0'];43;Colombia Women's;16802;12:35:43 a. m.;Pass;;75,9;75,4;88,1;68,6
800;1,103023;1107dc55-49fd-4055-a29e-541d01b36bc2;3121;[88.4, 68.9];3893818;80;;;0,36339313;;Left Foot;;[95.5, 71.6];;Ground Pass;;7,5960517;;Incomplete;;Diana Carolina Ospina García Pineda;;;;;2;Regular Play;Leicy Maria Santos Herrera;32215;Right Wing;161;Colombia Women's;16802;['c0fab8cb-6bf6-4af1-8c70-cc42e86943c4', 'e37c6154-51cf-49be-921c-d781a0bc681e'];44;Colombia Women's;16802;12:35:44 a. m.;Pass;;88,4;68,9;95,5;71,6
819;4,233941;52a47538-f559-485b-b86e-c40fe72827e4;3184;[10.3, 32.2];3893818;82;;;-0,04900705;;Drop Kick;;[83.7, 28.6];;High Pass;;73,48823;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;;2;From Keeper;Catalina Pérez Jaramillo;46344;Goalkeeper;164;Colombia Women's;16802;['3dca94d5-379a-4a41-a2e9-f2d3f4368c84', '6e635ea2-7f88-4c65-912e-f6b948218892'];11;Colombia Women's;16802;12:37:12 a. m.;Pass;;10,3;32,2;83,7;28,6
821;2;2d4e29b7-97f6-479e-99c4-996b5e060b5d;3199;[76.5, 48.7];3893818;82;;;1,6057166;;Right Foot;;[75.7, 71.6];;Ground Pass;;22,913969;;;;Carolina Arias Vidal;;;;;2;From Keeper;Leicy Maria Santos Herrera;32215;Right Wing;164;Colombia Women's;16802;['0eb28cc8-e0ce-419d-8ee4-2f969d8e592c'];23;Colombia Women's;16802;12:37:23 a. m.;Pass;;76,5;48,7;75,7;71,6
822;1,2;3ae298cf-d62f-48ea-bf54-654bfdbb2154;3202;[75.7, 71.6];3893818;82;;;-1,7735778;;Right Foot;;[73.5, 60.9];;Ground Pass;;10,923827;;;;Diana Carolina Ospina García Pineda;;;;;2;From Keeper;Carolina Arias Vidal;403283;Right Back;164;Colombia Women's;16802;['47e75291-5a46-42df-bcc9-3dd52b2e9fa6'];26;Colombia Women's;16802;12:37:26 a. m.;Pass;;75,7;71,6;73,5;60,9
823;0,803412;37614110-6363-43e1-bc02-03338774b009;3205;[73.5, 60.9];3893818;82;;;0,7123576;;Right Foot;;[77.9, 64.7];;Ground Pass;;5,813777;;;;Leicy Maria Santos Herrera;;;;;2;From Keeper;Diana Carolina Ospina García Pineda;403280;Right Defensive Midfield;164;Colombia Women's;16802;['80353363-2776-4996-9bc9-670ccadd6423'];27;Colombia Women's;16802;12:37:28 a. m.;Pass;;73,5;60,9;77,9;64,7
824;1,004905;75a6986e-6d37-4644-85c1-07b0ff22f9f2;3208;[77.7, 64.7];3893818;82;;;2,2571816;;Right Foot;;[70.9, 73.0];;Ground Pass;;10,729865;;;;Carolina Arias Vidal;;;;;2;From Keeper;Leicy Maria Santos Herrera;32215;Right Wing;164;Colombia Women's;16802;['aaeebe40-de6e-4874-83c8-68af1af0e136'];28;Colombia Women's;16802;12:37:29 a. m.;Pass;;77,7;64,7;70,9;73
825;1,121787;3ff464df-2995-43e4-98af-6a7e56502d0b;3212;[70.7, 73.0];3893818;82;;;0,23255694;;Right Foot;;[82.1, 75.7];;Ground Pass;;11,715375;;;;Mayra Tatiana Ramírez Ramírez;;;;;2;From Keeper;Carolina Arias Vidal;403283;Right Back;164;Colombia Women's;16802;['28ca8384-24b7-4eb9-964e-15097bf80bb2'];31;Colombia Women's;16802;12:37:31 a. m.;Pass;;70,7;73;82,1;75,7
826;0,294198;6819440f-44d4-4d14-907b-0f1305ad8257;3215;[82.1, 75.7];3893818;82;;;-1,4442042;;Right Foot;;[82.8, 70.2];;Ground Pass;;5,5443664;;;;Carolina Arias Vidal;;;;;2;From Keeper;Mayra Tatiana Ramírez Ramírez;53188;Center Forward;164;Colombia Women's;16802;['fc33f06f-282e-4fee-b0cb-1d7772794358'];33;Colombia Women's;16802;12:37:33 a. m.;Pass;;82,1;75,7;82,8;70,2
827;1,594439;6c873a49-32a1-44ae-8f1a-8aea16b46132;3218;[118.9, 76.6];3893818;82;;;-1,9667903;;Right Foot;;[111.5, 58.9];;High Pass;;19,18463;;Incomplete;;Leicy Maria Santos Herrera;;;;;2;From Keeper;Carolina Arias Vidal;403283;Right Back;164;Colombia Women's;16802;['6251c51a-9ef9-49d9-a800-fabe8307cc0a', 'c29de230-38d2-48d4-8a32-ced34c0d98da'];41;Colombia Women's;16802;12:37:41 a. m.;Pass;;118,9;76,6;111,5;58,9
829;1,6;427a1534-ee5c-4aec-97b4-ed5a0b03438a;3225;[98.1, 80.0];3893818;84;VERDADERO;;-0,33379817;;;;[110.5, 75.7];;Low Pass;;13,124405;;;;Leicy Maria Santos Herrera;;;;Throw-in;2;From Throw In;Carolina Arias Vidal;403283;Right Back;165;Colombia Women's;16802;['29ab33f3-c437-480b-883a-f1bc245719fc'];24;Colombia Women's;16802;12:39:25 a. m.;Pass;;98,1;80;110,5;75,7
830;1,703744;55c90d0e-6b0a-4cf7-ad0a-f8fa07f7be35;3228;[112.6, 75.7];3893818;84;VERDADERO;;-0,69865984;;Right Foot;;[115.1, 73.6];;Ground Pass;;3,2649655;;;;Carolina Arias Vidal;;;;;2;From Throw In;Leicy Maria Santos Herrera;32215;Right Wing;165;Colombia Women's;16802;['695e0699-5e20-4ea8-a376-f2d7693dae38', '845229c7-a86d-4bf5-a736-f99f289c0810'];26;Colombia Women's;16802;12:39:27 a. m.;Pass;VERDADERO;112,6;75,7;115,1;73,6
831;0,901986;11ba98fb-c983-4754-ba59-61baafe5a035;3230;[118.2, 73.3];3893818;84;;;2,224879;;Right Foot;;[115.9, 76.3];;Ground Pass;;3,7802117;;;;Leicy Maria Santos Herrera;;;;;2;From Throw In;Carolina Arias Vidal;403283;Right Back;165;Colombia Women's;16802;['845229c7-a86d-4bf5-a736-f99f289c0810', 'f89fab59-6b85-4433-b46e-988443ea8dc6'];33;Colombia Women's;16802;12:39:33 a. m.;Pass;VERDADERO;118,2;73,3;115,9;76,3
832;0,083382;404d46c0-e696-44b9-b2f6-b250bce6f873;3236;[104.6, 77.4];3893818;84;;;0,34653887;;Right Foot;;[108.2, 78.7];;Ground Pass;;3,8275318;;Incomplete;;Carolina Arias Vidal;;;;;2;From Throw In;Leicy Maria Santos Herrera;32215;Right Wing;165;Colombia Women's;16802;['21a2807e-18da-4d81-9735-94ea8ca00fc0', '89ce2e64-a135-4feb-83d5-b2c6d6e0dd9f'];39;Colombia Women's;16802;12:39:39 a. m.;Pass;;104,6;77,4;108,2;78,7
833;1,145865;d37c7f8e-0789-4bc5-8b8a-466cb949d4d7;3240;[104.6, 80.0];3893818;84;;;-0,4808873;;;;[113.8, 75.2];;High Pass;;10,376898;;;;Mayra Tatiana Ramírez Ramírez;;;;Throw-in;2;From Throw In;Carolina Arias Vidal;403283;Right Back;166;Colombia Women's;16802;['87c9a473-47c1-46cc-a0f5-3f42aa077e0c'];57;Colombia Women's;16802;12:39:57 a. m.;Pass;;104,6;80;113,8;75,2
836;0,075503;2ba16401-d326-4047-9bd1-e7cd003cb275;3258;[99.6, 77.2];3893818;85;;;-0,7328151;;Right Foot;;[101.6, 75.4];;Ground Pass;;2,6907248;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;;2;Regular Play;Carolina Arias Vidal;403283;Right Back;168;Colombia Women's;16802;['932b8259-6a68-4372-8744-e5a4f605dfb1', 'eae3c657-197a-4ea6-a4c3-2e6cdf5b89d0'];15;Colombia Women's;16802;12:40:15 a. m.;Pass;;99,6;77,2;101,6;75,4
837;0,36695;56ad9536-fe49-462c-9cea-8107b0248426;3263;[111.2, 56.2];3893818;85;;;-1,2712643;;Right Foot;VERDADERO;[115.4, 42.6];;Ground Pass;;14,233763;;Incomplete;;Linda Lizeth Caicedo Alegría;;;;;2;Regular Play;Mayra Tatiana Ramírez Ramírez;53188;Center Forward;168;Colombia Women's;16802;['1d5a1fcc-7390-41c3-b45f-77091983fc79', '9888dc27-2a34-48d3-b3e3-0979324dd06f'];19;Colombia Women's;16802;12:40:20 a. m.;Pass;;111,2;56,2;115,4;42,6
838;3,250638;e3d183f9-9e0d-40a2-a74c-af9f1ce4dc18;3266;[120.0, 0.1];3893818;86;;;1,6555443;;Right Foot;;[116.5, 41.3];;High Pass;VERDADERO;41,348396;;Incomplete;;;;VERDADERO;Inswinging;Corner;2;From Corner;Leicy Maria Santos Herrera;32215;Right Wing;169;Colombia Women's;16802;['80c17d7f-7de2-4ee9-a60e-85fe8e29905d'];9;Colombia Women's;16802;12:41:10 a. m.;Pass;;120;0,1;116,5;41,3
840;2,44497;4b139a64-6469-4d40-a31b-03a604c1cc55;3278;[58.5, 62.7];3893818;86;;;0,13349389;;Right Foot;;[100.2, 68.3];;High Pass;;42,07434;;;;Jorelyn Andrea Daniela Carabalí Martínez;;;;;2;From Corner;Carolina Arias Vidal;403283;Right Back;169;Colombia Women's;16802;['5df4586b-85b9-460d-ba76-1154d9b57b21'];22;Colombia Women's;16802;12:41:23 a. m.;Pass;;58,5;62,7;100,2;68,3
841;1,980098;9565b695-34e9-4084-9f8b-53a2c9de709a;3280;[100.5, 66.3];3893818;86;;;-1,4846789;;Right Foot;VERDADERO;[102.9, 38.5];;High Pass;;27,903404;;Incomplete;;Leicy Maria Santos Herrera;;;;;2;From Corner;Jorelyn Andrea Daniela Carabalí Martínez;388473;Right Center Back;169;Colombia Women's;16802;['19fc5edb-c62c-4e54-a379-b9c807191cd1', '1c09be9c-cf7c-4331-959c-9f1aaf99a528'];25;Colombia Women's;16802;12:41:25 a. m.;Pass;;100,5;66,3;102,9;38,5
842;1,202997;d734fd4e-df80-4959-88d4-a507c262698d;3285;[93.7, 34.0];3893818;86;;VERDADERO;0,58408105;47edd437-8f51-4bc6-8603-580ebbdc7094;;;[99.6, 37.9];;High Pass;;7,072482;;;;Leicy Maria Santos Herrera;VERDADERO;;;Recovery;2;From Corner;Manuela Vanegas Cataño;49945;Left Back;169;Colombia Women's;16802;['343f8c8e-424e-47e8-918c-a7088dc60e6a', '657209b3-2a60-420c-85f6-a35d97ec48fb'];28;Colombia Women's;16802;12:41:29 a. m.;Pass;VERDADERO;93,7;34;99,6;37,9
854;2,284247;0098be39-c83f-441b-b8db-52635fc8b656;3327;[61.0, 40.1];3893818;89;VERDADERO;;2,3156075;;Right Foot;;[42.1, 60.6];;Ground Pass;;27,882969;;;;Carolina Arias Vidal;;;;Kick Off;2;From Kick Off;María Catalina Usme Pineda;403278;Center Attacking Midfield;173;Colombia Women's;16802;['84b420b6-801d-412e-8c42-8e71443768c0'];24;Colombia Women's;16802;12:44:24 a. m.;Pass;;61;40,1;42,1;60,6
855;0,16989;ad5bbf89-d57a-44ec-9541-ccfb8348ac9b;3329;[49.2, 63.0];3893818;89;;;0,4266275;;Right Foot;;[52.5, 64.5];;Low Pass;;3,6249137;;Incomplete;;Leicy Maria Santos Herrera;;;;;2;From Kick Off;Carolina Arias Vidal;403283;Right Back;173;Colombia Women's;16802;['e3b01d15-3fda-46f7-ae2e-cce8f496dd24', 'e8e8181c-226e-4f9e-b910-82931774aa23'];28;Colombia Women's;16802;12:44:28 a. m.;Pass;;49,2;63;52,5;64,5
856;2,073643;c0ddb6a9-ebf4-4516-acfa-129266d93bb7;3332;[44.0, 69.7];3893818;89;;;-0,60540295;;Right Foot;;[80.7, 44.3];;High Pass;;44,63239;;Incomplete;;Mayra Tatiana Ramírez Ramírez;;;;Recovery;2;From Kick Off;Jorelyn Andrea Daniela Carabalí Martínez;388473;Right Center Back;173;Colombia Women's;16802;['7777e1c8-547e-4667-89fa-918fba31c0d8', 'da545827-1aa8-49f9-bbc1-2ac4881391de'];30;Colombia Women's;16802;12:44:31 a. m.;Pass;;44;69,7;80,7;44,3
